,start_station,end_station,ntrips
1341,3183,3225,33
1342,3186,3281,33
1343,3191,3202,33
1344,3191,3694,33
1345,3196,3273,33
1346,3198,3640,33
1347,3206,3681,33
1348,3210,3269,33
1349,3214,3791,33
1350,3220,3225,33
1351,3268,3273,33
1352,3270,3220,33
1353,3272,3267,33
1354,3273,3791,33
1355,3275,3273,33
1356,3275,3640,33
1357,3280,3213,33
1358,3280,3220,33
1359,3193,3211,32
1360,3199,3194,32
1361,3206,3187,32
1362,3206,3192,32
1363,3206,3213,32
1364,3206,3276,32
1365,3206,3791,32
1366,3207,3212,32
1367,3212,3184,32
1368,3225,3214,32
1369,3269,3196,32
1370,3275,3201,32
1371,3276,3268,32
1372,3280,3277,32
1373,3481,3272,32
1374,3677,3678,32
1375,3678,3211,32
1376,3191,3280,31
1377,3199,3206,31
1378,3199,3640,31
1379,3201,3281,31
1380,3202,3201,31
1381,3207,3203,31
1382,3211,3195,31
1383,3275,3225,31
1384,3481,3270,31
1385,3640,3209,31
1386,3679,3211,31
1387,3694,3184,31
1388,3185,3677,30
1389,3186,3679,30
1390,3198,3270,30
1391,3205,3198,30
1392,3269,3192,30
1393,3270,3483,30
1394,3277,3183,30
1395,3278,3791,30
1396,3792,3791,30
1397,3184,3194,29
1398,3195,3205,29
1399,3198,3201,29
1400,3201,3186,29
1401,3209,3195,29
1402,3212,3194,29
1403,3214,3206,29
1404,3220,3183,29
1405,3225,3220,29
1406,3267,3483,29
1407,3268,3483,29
1408,3280,3193,29
1409,3481,3209,29
1410,3483,3272,29
1411,3638,3268,29
1412,3640,3681,29
1413,3679,3206,29
1414,3679,3678,29
1415,3183,3270,28
1416,3192,3483,28
1417,3193,3639,28
1418,3196,3207,28
1419,3199,3677,28
1420,3203,3640,28
1421,3207,3278,28
1422,3210,3272,28
1423,3269,3210,28
1424,3278,3196,28
1425,3279,3225,28
1426,3280,3191,28
1427,3483,3214,28
1428,3678,3201,28
1429,3678,3213,28
1430,3679,3225,28
1431,3187,3206,27
1432,3187,3225,27
1433,3193,3268,27
1434,3194,3276,27
1435,3195,3192,27
1436,3198,3187,27
1437,3206,3214,27
1438,3207,3279,27
1439,3211,3194,27
1440,3214,3207,27
1441,3225,3209,27
1442,3225,3280,27
1443,3267,3209,27
1444,3277,3213,27
1445,3281,3269,27
1446,3677,3199,27
1447,3694,3192,27
1448,3791,3206,27
1449,3792,3207,27
1450,3183,3268,26
1451,3185,3193,26
1452,3193,3483,26
1453,3194,3203,26
1454,3195,3481,26
1455,3201,3203,26
1456,3209,3267,26
1457,3211,3198,26
1458,3212,3792,26
1459,3220,3270,26
1460,3220,3278,26
1461,3269,3206,26
1462,3269,3481,26
1463,3270,3791,26
1464,3273,3481,26
1465,3678,3206,26
1466,3678,3220,26
1467,3679,3694,26
1468,3694,3638,26
1469,3791,3275,26
1470,3792,3196,26
1471,3792,3212,26
1472,3183,3209,25
1473,3187,3277,25
1474,3198,3213,25
1475,3199,3220,25
1476,3201,3184,25
1477,3201,3639,25
1478,3203,3220,25
1479,3206,3193,25
1480,3207,3269,25
1481,3210,3638,25
1482,3268,3193,25
1483,3277,3638,25
1484,3277,3639,25
1485,3281,3186,25
1486,3483,3194,25
1487,3639,3277,25
1488,3791,3184,25
1489,3791,3270,25
1490,3792,3677,25
1491,3186,3678,24
1492,3194,3212,24
1493,3196,3275,24
1494,3196,3281,24
1495,3201,3211,24
1496,3203,3225,24
1497,3210,3185,24
1498,3210,3792,24
1499,3213,3694,24
1500,3220,3199,24
1501,3268,3203,24
1502,3273,3206,24
1503,3276,3194,24
1504,3276,3206,24
1505,3277,3184,24
1506,3280,3192,24
1507,3280,3225,24
1508,3280,3275,24
1509,3426,3426,24
1510,3677,3202,24
1511,3694,3203,24
1512,3694,3640,24
1513,3195,3185,23
1514,3195,3272,23
1515,3195,3278,23
1516,3199,3195,23
1517,3202,3640,23
1518,3203,3212,23
1519,3205,3225,23
1520,3207,3639,23
1521,3212,3272,23
1522,3220,3481,23
1523,3268,3184,23
1524,3268,3639,23
1525,3273,3277,23
1526,3277,3694,23
1527,3279,3214,23
1528,3280,3203,23
1529,3280,3210,23
1530,3483,3195,23
1531,3638,3198,23
1532,3638,3207,23
1533,3679,3220,23
1534,3694,3277,23
1535,3185,3210,22
1536,3187,3791,22
1537,3194,3192,22
1538,3194,3209,22
1539,3198,3225,22
1540,3199,3268,22
1541,3201,3678,22
1542,3220,3193,22
1543,3220,3213,22
1544,3225,3279,22
1545,3277,3276,22
1546,3277,3681,22
1547,3279,3268,22
1548,3281,3196,22
1549,3483,3270,22
1550,3639,3201,22
1551,3640,3183,22
1552,3677,3273,22
1553,3677,3639,22
1554,3681,3277,22
1555,3791,3187,22
1556,3184,3195,21
1557,3184,3677,21
1558,3185,3198,21
1559,3185,3212,21
1560,3191,3679,21
1561,3192,3206,21
1562,3192,3694,21
1563,3194,3273,21
1564,3194,3275,21
1565,3196,3792,21
1566,3198,3681,21
1567,3206,3678,21
1568,3207,3187,21
1569,3209,3210,21
1570,3210,3279,21
1571,3213,3194,21
1572,3213,3195,21
1573,3220,3203,21
1574,3225,3198,21
1575,3225,3203,21
1576,3269,3267,21
1577,3273,3220,21
1578,3279,3192,21
1579,3281,3211,21
1580,3281,3681,21
1581,3483,3212,21
1582,3677,3205,21
1583,3677,3694,21
1584,3678,3184,21
1585,3679,3184,21
1586,3694,3194,21
1587,3791,3198,21
1588,3183,3220,20
1589,3187,3207,20
1590,3187,3210,20
1591,3187,3640,20
1592,3192,3193,20
1593,3192,3270,20
1594,3193,3277,20
1595,3196,3187,20
1596,3198,3191,20
1597,3206,3183,20
1598,3206,3694,20
1599,3209,3212,20
1600,3212,3275,20
1601,3275,3206,20
1602,3277,3225,20
1603,3481,3791,20
1604,3483,3277,20
1605,3639,3196,20
1606,3677,3275,20
1607,3678,3483,20
1608,3679,3192,20
1609,3185,3791,19
1610,3186,3426,19
1611,3187,3268,19
1612,3191,3186,19
1613,3193,3185,19
1614,3194,3210,19
1615,3195,3270,19
1616,3195,3275,19
1617,3196,3184,19
1618,3196,3194,19
1619,3196,3639,19
1620,3203,3280,19
1621,3206,3281,19
1622,3209,3268,19
1623,3210,3213,19
1624,3214,3273,19
1625,3214,3278,19
1626,3220,3679,19
1627,3225,3679,19
1628,3272,3206,19
1629,3277,3194,19
1630,3277,3273,19
1631,3277,3275,19
1632,3277,3280,19
1633,3278,3206,19
1634,3638,3196,19
1635,3639,3193,19
1636,3639,3677,19
1637,3639,3694,19
1638,3678,3677,19
1639,3678,3679,19
1640,3678,3792,19
1641,3679,3281,19
1642,3694,3679,19
1643,3792,3640,19
1644,3184,3207,18
1645,3185,3195,18
1646,3185,3207,18
1647,3192,3194,18
1648,3192,3278,18
1649,3193,3679,18
1650,3194,3196,18
1651,3195,3184,18
1652,3196,3185,18
1653,3198,3183,18
1654,3198,3272,18
1655,3201,3273,18
1656,3202,3194,18
1657,3202,3225,18
1658,3206,3278,18
1659,3212,3207,18
1660,3212,3213,18
1661,3220,3681,18
1662,3220,3792,18
1663,3225,3267,18
1664,3268,3187,18
1665,3269,3679,18
1666,3272,3277,18
1667,3275,3198,18
1668,3275,3207,18
1669,3276,3277,18
1670,3278,3481,18
1671,3679,3191,18
1672,3792,3193,18
1673,3792,3201,18
1674,3183,3640,17
1675,3185,3206,17
1676,3194,3279,17
1677,3203,3196,17
1678,3206,3267,17
1679,3214,3268,17
1680,3220,3275,17
1681,3270,3206,17
1682,3273,3198,17
1683,3277,3214,17
1684,3278,3267,17
1685,3280,3273,17
1686,3640,3278,17
1687,3640,3694,17
1688,3678,3192,17
1689,3681,3206,17
1690,3694,3677,17
1691,3183,3193,16
1692,3183,3195,16
1693,3184,3198,16
1694,3192,3280,16
1695,3193,3192,16
1696,3193,3213,16
1697,3193,3281,16
1698,3194,3268,16
1699,3194,3272,16
1700,3196,3483,16
1701,3198,3275,16
1702,3198,3791,16
1703,3201,3198,16
1704,3202,3277,16
1705,3203,3268,16
1706,3205,3791,16
1707,3206,3191,16
1708,3209,3220,16
1709,3209,3225,16
1710,3210,3273,16
1711,3210,3277,16
1712,3211,3694,16
1713,3213,3193,16
1714,3214,3225,16
1715,3220,3187,16
1716,3220,3191,16
1717,3267,3278,16
1718,3268,3279,16
1719,3272,3207,16
1720,3281,3206,16
1721,3638,3210,16
1722,3638,3281,16
1723,3678,3196,16
1724,3679,3199,16
1725,3679,3277,16
1726,3791,3185,16
1727,3791,3269,16
1728,3792,3194,16
1729,3792,3206,16
1730,3183,3194,15
1731,3184,3277,15
1732,3187,3280,15
1733,3191,3213,15
1734,3191,3678,15
1735,3192,3195,15
1736,3192,3426,15
1737,3192,3678,15
1738,3194,3187,15
1739,3194,3201,15
1740,3194,3205,15
1741,3194,3214,15
1742,3198,3184,15
1743,3198,3185,15
1744,3202,3677,15
1745,3203,3207,15
1746,3206,3481,15
1747,3207,3275,15
1748,3207,3281,15
1749,3207,3483,15
1750,3214,3279,15
1751,3220,3192,15
1752,3225,3268,15
1753,3267,3225,15
1754,3268,3209,15
1755,3270,3198,15
1756,3276,3195,15
1757,3277,3679,15
1758,3278,3192,15
1759,3279,3267,15
1760,3638,3201,15
1761,3638,3640,15
1762,3677,3206,15
1763,3677,3792,15
1764,3679,3792,15
1765,3694,3199,15
1766,3791,3195,15
1767,3184,3201,14
1768,3184,3694,14
1769,3191,3483,14
1770,3192,3279,14
1771,3194,3281,14
1772,3195,3214,14
1773,3196,3183,14
1774,3196,3213,14
1775,3198,3273,14
1776,3201,3638,14
1777,3206,3201,14
1778,3207,3184,14
1779,3207,3267,14
1780,3210,3191,14
1781,3210,3270,14
1782,3211,3679,14
1783,3212,3276,14
1784,3214,3277,14
1785,3214,3640,14
1786,3220,3184,14
1787,3220,3483,14
1788,3225,3681,14
1789,3267,3195,14
1790,3267,3279,14
1791,3268,3195,14
1792,3268,3276,14
1793,3276,3198,14
1794,3481,3268,14
1795,3481,3269,14
1796,3481,3278,14
1797,3640,3213,14
1798,3640,3276,14
1799,3677,3187,14
1800,3677,3220,14
1801,3677,3791,14
1802,3678,3279,14
1803,3679,3193,14
1804,3183,3198,13
1805,3183,3483,13
1806,3184,3206,13
1807,3185,3196,13
1808,3187,3220,13
1809,3191,3677,13
1810,3194,3681,13
1811,3195,3183,13
1812,3196,3201,13
1813,3196,3272,13
1814,3198,3677,13
1815,3201,3207,13
1816,3203,3193,13
1817,3205,3210,13
1818,3206,3279,13
1819,3207,3273,13
1820,3209,3277,13
1821,3210,3194,13
1822,3210,3276,13
1823,3210,3481,13
1824,3210,3677,13
1825,3210,3681,13
1826,3211,3281,13
1827,3212,3214,13
1828,3212,3638,13
1829,3212,3791,13
1830,3213,3210,13
1831,3213,3280,13
1832,3267,3791,13
1833,3268,3272,13
1834,3272,3198,13
1835,3272,3210,13
1836,3279,3196,13
1837,3279,3640,13
1838,3280,3183,13
1839,3280,3184,13
1840,3281,3207,13
1841,3483,3280,13
1842,3640,3273,13
1843,3677,3192,13
1844,3677,3277,13
1845,3678,3203,13
1846,3679,3209,13
1847,3681,3194,13
1848,3681,3195,13
1849,3694,3202,13
1850,3791,3213,13
1851,3184,3212,12
1852,3185,3220,12
1853,3187,3201,12
1854,3191,3194,12
1855,3191,3277,12
1856,3193,3183,12
1857,3193,3220,12
1858,3194,3269,12
1859,3195,3279,12
1860,3196,3193,12
1861,3196,3791,12
1862,3198,3192,12
1863,3203,3194,12
1864,3203,3694,12
1865,3205,3195,12
1866,3207,3194,12
1867,3207,3213,12
1868,3209,3194,12
1869,3209,3640,12
1870,3209,3679,12
1871,3212,3192,12
1872,3212,3193,12
1873,3212,3278,12
1874,3213,3220,12
1875,3213,3791,12
1876,3214,3198,12
1877,3220,3791,12
1878,3225,3191,12
1879,3267,3198,12
1880,3267,3207,12
1881,3267,3268,12
1882,3267,3269,12
1883,3269,3194,12
1884,3273,3207,12
1885,3275,3194,12
1886,3275,3212,12
1887,3276,3210,12
1888,3276,3220,12
1889,3276,3280,12
1890,3278,3277,12
1891,3279,3206,12
1892,3280,3205,12
1893,3281,3205,12
1894,3281,3209,12
1895,3481,3210,12
1896,3638,3277,12
1897,3677,3211,12
1898,3679,3183,12
1899,3679,3638,12
1900,3791,3196,12
1901,3791,3209,12
1902,3184,3678,11
1903,3186,3191,11
1904,3187,3195,11
1905,3193,3187,11
1906,3193,3203,11
1907,3193,3638,11
1908,3195,3268,11
1909,3196,3270,11
1910,3198,3214,11
1911,3198,3277,11
1912,3199,3193,11
1913,3201,3792,11
1914,3203,3277,11
1915,3205,3280,11
1916,3205,3694,11
1917,3206,3277,11
1918,3210,3791,11
1919,3212,3201,11
1920,3212,3205,11
1921,3212,3281,11
1922,3220,3205,11
1923,3220,3273,11
1924,3267,3206,11
1925,3268,3199,11
1926,3269,3195,11
1927,3269,3791,11
1928,3273,3196,11
1929,3275,3277,11
1930,3275,3280,11
1931,3276,3207,11
1932,3277,3426,11
1933,3278,3268,11
1934,3279,3277,11
1935,3280,3681,11
1936,3281,3203,11
1937,3483,3193,11
1938,3638,3194,11
1939,3640,3192,11
1940,3678,3638,11
1941,3679,3203,11
1942,3679,3205,11
1943,3679,3213,11
1944,3694,3187,11
1945,3694,3193,11
1946,3791,3192,11
1947,3791,3205,11
1948,3791,3212,11
1949,3791,3483,11
1950,3792,3210,11
1951,3184,3193,10
1952,3185,3201,10
1953,3185,3640,10
1954,3185,3679,10
1955,3192,3191,10
1956,3192,3679,10
1957,3193,3196,10
1958,3193,3207,10
1959,3193,3276,10
1960,3194,3267,10
1961,3196,3279,10
1962,3201,3183,10
1963,3201,3199,10
1964,3207,3272,10
1965,3210,3205,10
1966,3210,3225,10
1967,3212,3183,10
1968,3212,3681,10
1969,3213,3212,10
1970,3214,3281,10
1971,3220,3185,10
1972,3220,3214,10
1973,3220,3279,10
1974,3220,3677,10
1975,3225,3694,10
1976,3269,3193,10
1977,3273,3194,10
1978,3275,3195,10
1979,3276,3679,10
1980,3278,3195,10
1981,3278,3207,10
1982,3279,3194,10
1983,3279,3207,10
1984,3279,3210,10
1985,3280,3276,10
1986,3280,3481,10
1987,3281,3201,10
1988,3481,3196,10
1989,3640,3185,10
1990,3640,3205,10
1991,3640,3791,10
1992,3679,3198,10
1993,3681,3196,10
1994,3791,3278,10
1995,3791,3481,10
1996,3183,3207,9
1997,3184,3191,9
1998,3184,3196,9
1999,3187,3677,9
2000,3192,3791,9
2001,3193,3209,9
2002,3193,3694,9
2003,3194,3791,9
2004,3195,3267,9
2005,3196,3205,9
2006,3198,3694,9
2007,3199,3201,9
2008,3199,3212,9
2009,3201,3209,9
2010,3202,3679,9
2011,3202,3694,9
2012,3205,3196,9
2013,3210,3184,9
2014,3210,3679,9
2015,3210,3694,9
2016,3213,3206,9
2017,3213,3678,9
2018,3220,3272,9
2019,3220,3276,9
2020,3267,3679,9
2021,3268,3225,9
2022,3269,3207,9
2023,3272,3195,9
2024,3272,3225,9
2025,3272,3268,9
2026,3273,3677,9
2027,3275,3281,9
2028,3276,3694,9
2029,3277,3191,9
2030,3277,3206,9
2031,3277,3279,9
2032,3279,3678,9
2033,3280,3187,9
2034,3280,3483,9
2035,3281,3185,9
2036,3281,3212,9
2037,3281,3679,9
2038,3481,3195,9
2039,3481,3206,9
2040,3481,3280,9
2041,3483,3196,9
2042,3483,3220,9
2043,3640,3277,9
2044,3677,3201,9
2045,3677,3213,9
2046,3677,3679,9
2047,3677,3681,9
2048,3678,3225,9
2049,3678,3272,9
2050,3679,3273,9
2051,3679,3483,9
2052,3681,3640,9
2053,3681,3677,9
2054,3791,3681,9
2055,3792,3694,9
2056,3183,3196,8
2057,3183,3206,8
2058,3183,3212,8
2059,3183,3277,8
2060,3187,3196,8
2061,3187,3679,8
2062,3191,3183,8
2063,3191,3211,8
2064,3191,3220,8
2065,3191,3225,8
2066,3191,3639,8
2067,3192,3677,8
2068,3193,3199,8
2069,3193,3279,8
2070,3194,3207,8
2071,3195,3681,8
2072,3196,3192,8
2073,3196,3225,8
2074,3198,3276,8
2075,3201,3192,8
2076,3201,3196,8
2077,3205,3679,8
2078,3207,3192,8
2079,3209,3791,8
2080,3210,3192,8
2081,3210,3193,8
2082,3212,3225,8
2083,3214,3677,8
2084,3220,3678,8
2085,3268,3481,8
2086,3270,3195,8
2087,3272,3196,8
2088,3273,3678,8
2089,3275,3210,8
2090,3276,3196,8
2091,3277,3203,8
2092,3277,3483,8
2093,3277,3640,8
2094,3278,3193,8
2095,3278,3212,8
2096,3279,3220,8
2097,3280,3678,8
2098,3281,3192,8
2099,3281,3214,8
2100,3281,3276,8
2101,3481,3194,8
2102,3481,3277,8
2103,3638,3280,8
2104,3638,3679,8
2105,3640,3268,8
2106,3640,3272,8
2107,3640,3481,8
2108,3677,3183,8
2109,3677,3198,8
2110,3678,3202,8
2111,3678,3205,8
2112,3678,3210,8
2113,3678,3280,8
2114,3679,3269,8
2115,3679,3677,8
2116,3681,3212,8
2117,3681,3791,8
2118,3694,3198,8
2119,3791,3210,8
2120,3792,3426,8
2121,3183,3201,7
2122,3183,3210,7
2123,3184,3679,7
2124,3185,3191,7
2125,3187,3678,7
2126,3191,3184,7
2127,3191,3201,7
2128,3191,3203,7
2129,3191,3205,7
2130,3191,3481,7
2131,3193,3202,7
2132,3193,3210,7
2133,3193,3275,7
2134,3194,3270,7
2135,3194,3278,7
2136,3196,3677,7
2137,3196,3681,7
2138,3199,3277,7
2139,3201,3185,7
2140,3201,3187,7
2141,3201,3212,7
2142,3201,3213,7
2143,3201,3225,7
2144,3205,3640,7
2145,3207,3191,7
2146,3207,3193,7
2147,3209,3677,7
2148,3211,3677,7
2149,3212,3187,7
2150,3212,3267,7
2151,3212,3679,7
2152,3213,3679,7
2153,3214,3220,7
2154,3225,3201,7
2155,3225,3212,7
2156,3267,3212,7
2157,3267,3277,7
2158,3268,3679,7
2159,3268,3694,7
2160,3269,3281,7
2161,3270,3196,7
2162,3270,3210,7
2163,3270,3225,7
2164,3273,3281,7
2165,3275,3694,7
2166,3277,3209,7
2167,3278,3220,7
2168,3281,3194,7
2169,3281,3225,7
2170,3281,3273,7
2171,3426,3186,7
2172,3481,3191,7
2173,3481,3677,7
2174,3483,3791,7
2175,3639,3191,7
2176,3639,3678,7
2177,3677,3196,7
2178,3677,3638,7
2179,3678,3209,7
2180,3678,3273,7
2181,3678,3278,7
2182,3678,3681,7
2183,3678,3694,7
2184,3679,3267,7
2185,3679,3272,7
2186,3679,3276,7
2187,3681,3193,7
2188,3681,3281,7
2189,3694,3206,7
2190,3694,3213,7
2191,3694,3225,7
2192,3694,3268,7
2193,3694,3276,7
2194,3184,3280,6
2195,3192,3198,6
2196,3192,3210,6
2197,3193,3269,6
2198,3193,3270,6
2199,3196,3678,6
2200,3198,514,6
2201,3198,3679,6
2202,3201,3275,6
2203,3201,3277,6
2204,3202,3191,6
2205,3203,3677,6
2206,3205,3191,6
2207,3205,3193,6
2208,3206,3677,6
2209,3207,3270,6
2210,3209,3193,6
2211,3209,3201,6
2212,3210,3267,6
2213,3211,3191,6
2214,3211,3201,6
2215,3211,3678,6
2216,3212,3270,6
2217,3213,3191,6
2218,3225,3196,6
2219,3225,3272,6
2220,3225,3278,6
2221,3225,3677,6
2222,3225,3678,6
2223,3267,3678,6
2224,3268,3194,6
2225,3268,3198,6
2226,3268,3206,6
2227,3268,3267,6
2228,3269,3212,6
2229,3269,3677,6
2230,3272,3212,6
2231,3272,3220,6
2232,3273,3195,6
2233,3273,3210,6
2234,3275,3677,6
2235,3276,3225,6
2236,3277,3193,6
2237,3277,3210,6
2238,3278,3640,6
2239,3280,3272,6
2240,3280,3639,6
2241,3281,3187,6
2242,3281,3193,6
2243,3426,3791,6
2244,3638,3678,6
2245,3638,3694,6
2246,3639,3280,6
2247,3640,3270,6
2248,3640,3279,6
2249,3640,3483,6
2250,3677,3269,6
2251,3678,3267,6
2252,3679,3210,6
2253,3679,3268,6
2254,3679,3681,6
2255,3694,3481,6
2256,3791,3279,6
2257,3792,3280,6
2258,3792,3678,6
2259,3183,3191,5
2260,3185,3281,5
2261,3186,3686,5
2262,3187,3002,5
2263,3187,3281,5
2264,3191,3206,5
2265,3191,3209,5
2266,3192,3196,5
2267,3192,3220,5
2268,3193,3184,5
2269,3193,3214,5
2270,3196,3276,5
2271,3196,3278,5
2272,3196,3679,5
2273,3201,3206,5
2274,3201,3483,5
2275,3201,3677,5
2276,3202,3280,5
2277,3202,3678,5
2278,3207,3205,5
2279,3207,3225,5
2280,3209,3191,5
2281,3210,3678,5
2282,3212,3481,5
2283,3213,195,5
2284,3214,3195,5
2285,3220,3268,5
2286,3220,3694,5
2287,3225,3210,5
2288,3225,3269,5
2289,3267,3220,5
2290,3268,3270,5
2291,3268,3426,5
2292,3269,3225,5
2293,3270,3207,5
2294,3270,3640,5
2295,3272,3191,5
2296,3272,3193,5
2297,3273,3191,5
2298,3276,3640,5
2299,3277,3198,5
2300,3277,3278,5
2301,3278,3225,5
2302,3279,3191,5
2303,3279,3195,5
2304,3279,3280,5
2305,3279,3677,5
2306,3280,3638,5
2307,3281,3791,5
2308,3481,3198,5
2309,3483,3281,5
2310,3483,3694,5
2311,3638,327,5
2312,3639,3207,5
2313,3677,3209,5
2314,3677,3481,5
2315,3678,3275,5
2316,3678,3639,5
2317,3679,3214,5
2318,3679,3270,5
2319,3679,3278,5
2320,3679,3279,5
2321,3681,3678,5
2322,3681,3679,5
2323,3694,3639,5
2324,3791,3194,5
2325,3791,3267,5
2326,3791,3677,5
2327,3183,3677,4
2328,3183,3678,4
2329,3187,3212,4
2330,3191,3185,4
2331,3191,3192,4
2332,3191,3199,4
2333,3191,3210,4
2334,3191,3268,4
2335,3192,3212,4
2336,3193,3267,4
2337,3193,3278,4
2338,3198,3481,4
2339,3199,3280,4
2340,3201,3194,4
2341,3201,3481,4
2342,3201,3681,4
2343,3203,3201,4
2344,3203,3281,4
2345,3203,3679,4
2346,3205,3281,4
2347,3205,3677,4
2348,3207,3678,4
2349,3209,3281,4
2350,3211,2008,4
2351,3212,3191,4
2352,3213,3201,4
2353,3225,3270,4
2354,3225,3281,4
2355,3267,337,4
2356,3268,3640,4
2357,3269,3201,4
2358,3269,3277,4
2359,3272,3679,4
2360,3273,3193,4
2361,3273,3280,4
2362,3273,3640,4
2363,3273,3679,4
2364,3275,3193,4
2365,3275,3196,4
2366,3275,3678,4
2367,3276,3201,4
2368,3277,3199,4
2369,3277,3220,4
2370,3277,3272,4
2371,3279,3193,4
2372,3280,3278,4
2373,3280,3281,4
2374,3281,3213,4
2375,3281,3678,4
2376,3483,3198,4
2377,3483,3207,4
2378,3483,3640,4
2379,3483,3678,4
2380,3677,3207,4
2381,3677,3214,4
2382,3677,3270,4
2383,3677,3483,4
2384,3678,3183,4
2385,3678,3198,4
2386,3678,3212,4
2387,3678,3269,4
2388,3678,3270,4
2389,3678,3281,4
2390,3679,3187,4
2391,3679,3275,4
2392,3679,3481,4
2393,3679,3639,4
2394,3681,3191,4
2395,3681,3280,4
2396,3694,3275,4
2397,3694,3279,4
2398,3694,3678,4
2399,3791,3193,4
2400,3791,3220,4
2401,3791,3640,4
2402,3184,3426,3
2403,3185,3426,3
2404,3187,3191,3
2405,3187,3193,3
2406,3191,3198,3
2407,3191,3207,3
2408,3191,3681,3
2409,3191,3792,3
2410,3192,3201,3
2411,3192,3281,3
2412,3192,3640,3
2413,3193,3205,3
2414,3193,3212,3
2415,3196,3191,3
2416,3196,3277,3
2417,3196,3280,3
2418,3196,3694,3
2419,3199,3678,3
2420,3199,3694,3
2421,3201,3214,3
2422,3201,3269,3
2423,3201,3679,3
2424,3202,3193,3
2425,3203,3426,3
2426,3203,3678,3
2427,3205,3212,3
2428,3207,3481,3
2429,3207,3681,3
2430,3210,3214,3
2431,3212,3268,3
2432,3213,3640,3
2433,3214,3193,3
2434,3225,3207,3
2435,3225,3791,3
2436,3267,3191,3
2437,3267,3193,3
2438,3267,3194,3
2439,3267,3210,3
2440,3268,3201,3
2441,3269,3640,3
2442,3269,3678,3
2443,3270,3201,3
2444,3270,3268,3
2445,3270,3277,3
2446,3270,3280,3
2447,3270,3677,3
2448,3270,3678,3
2449,3272,3280,3
2450,3272,3281,3
2451,3272,3694,3
2452,3275,3679,3
2453,3276,3426,3
2454,3277,3481,3
2455,3278,3679,3
2456,3279,3679,3
2457,3280,3199,3
2458,3280,3202,3
2459,3280,3209,3
2460,3280,3279,3
2461,3281,3275,3
2462,3281,3278,3
2463,3481,3220,3
2464,3483,3677,3
2465,3638,3212,3
2466,3640,3750,3
2467,3677,3203,3
2468,3677,3225,3
2469,3677,3279,3
2470,3677,3281,3
2471,3678,3199,3
2472,3678,3207,3
2473,3678,3214,3
2474,3678,3481,3
2475,3679,3196,3
2476,3681,3198,3
2477,3681,3210,3
2478,3681,3220,3
2479,3694,3210,3
2480,3694,3267,3
2481,3694,3483,3
2482,3694,3681,3
2483,3791,3225,3
2484,3791,3268,3
2485,3791,3679,3
2486,3792,3191,3
2487,3792,3679,3
2488,3183,3426,2
2489,3183,3694,2
2490,3184,319,2
2491,3184,514,2
2492,3184,3210,2
2493,3184,3686,2
2494,3185,3002,2
2495,3185,3167,2
2496,3185,3664,2
2497,3187,327,2
2498,3191,3002,2
2499,3191,3187,2
2500,3191,3212,2
2501,3191,3267,2
2502,3191,3275,2
2503,3191,3426,2
2504,3192,303,2
2505,3192,319,2
2506,3192,3207,2
2507,3193,3198,2
2508,3193,3273,2
2509,3195,514,2
2510,3195,3426,2
2511,3196,3481,2
2512,3198,3170,2
2513,3198,3193,2
2514,3198,3280,2
2515,3198,3483,2
2516,3198,3678,2
2517,3199,327,2
2518,3199,3191,2
2519,3199,3426,2
2520,3199,3679,2
2521,3201,3191,2
2522,3201,3270,2
2523,3201,3276,2
2524,3201,3694,2
2525,3202,3426,2
2526,3203,514,2
2527,3207,3183,2
2528,3207,3280,2
2529,3207,3677,2
2530,3207,3679,2
2531,3209,3678,2
2532,3210,358,2
2533,3210,3268,2
2534,3210,3426,2
2535,3211,3426,2
2536,3212,3277,2
2537,3212,3677,2
2538,3212,3678,2
2539,3212,3694,2
2540,3213,3196,2
2541,3213,3281,2
2542,3213,3360,2
2543,3213,3677,2
2544,3214,3191,2
2545,3214,3194,2
2546,3214,3212,2
2547,3214,3280,2
2548,3214,3694,2
2549,3220,3277,2
2550,3267,327,2
2551,3267,514,2
2552,3267,3280,2
2553,3267,3281,2
2554,3267,3640,2
2555,3268,3191,2
2556,3268,3278,2
2557,3270,3193,2
2558,3270,3212,2
2559,3272,3168,2
2560,3272,3201,2
2561,3272,3640,2
2562,3272,3678,2
2563,3273,3201,2
2564,3273,3694,2
2565,3275,327,2
2566,3276,327,2
2567,3276,3191,2
2568,3276,3193,2
2569,3276,3212,2
2570,3277,3201,2
2571,3277,3212,2
2572,3277,3267,2
2573,3277,3269,2
2574,3277,3270,2
2575,3277,3678,2
2576,3278,3194,2
2577,3278,3281,2
2578,3279,3791,2
2579,3280,3198,2
2580,3280,3207,2
2581,3280,3214,2
2582,3280,3269,2
2583,3280,3270,2
2584,3281,309,2
2585,3281,3270,2
2586,3281,3272,2
2587,3281,3279,2
2588,3281,3280,2
2589,3281,3481,2
2590,3281,3677,2
2591,3481,3193,2
2592,3481,3201,2
2593,3481,3281,2
2594,3481,3694,2
2595,3483,3191,2
2596,3483,3679,2
2597,3638,358,2
2598,3638,3677,2
2599,3639,487,2
2600,3639,3679,2
2601,3678,3268,2
2602,3679,3207,2
2603,3679,3212,2
2604,3681,383,2
2605,3681,3201,2
2606,3681,3207,2
2607,3681,3694,2
2608,3694,3209,2
2609,3694,3214,2
2610,3694,3220,2
2611,3694,3426,2
2612,3694,3791,2
2613,3791,3547,2
